sitio,id_aviso,url,operacion,tipo,comuna,barrio,direccion,titulo,precio_valor,precio_moneda,precio_clp,precio_uf,m2_util,m2_total,dormitorios,banos,estacionamientos,bodegas,antiguedad_anos,ano_construccion,gastos_comunes_clp,lat,lon,descripcion,publica,detalle_ok,fecha_scrape,antiguedad_aviso_dias,fecha_publicacion
pi,4179340286,https://portalinmobiliario.com/MLC-4179340286-excelente-oportunidad-depto-2d1b1e-san-miguel-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"Gran Avenida, 5400 - 5700, Ciudad Del Niño, San Miguel",Excelente Oportunidad Depto 2d/1b/1e San Miguel,2090.0,UF,85365611,2090.0,43,SIN_DATO,2,1,1,0,20,2006,SIN_DATO,-33.5060666,-70.6550155,"¡Excelente oportunidad en San Miguel! 
Departamento de 2 dormitorios con estacionamiento, a pasos del Metro

Se vende cómodo, funcional y recientemente remodelado en piso y muros,  departamento desocupado, listo para entrega inmediata, ubicado en Gran Avenida N° 5620,  comuna de San Miguel. Una excelente alternativa para vivir o invertir, gracias a su conectividad y completo equipamiento.

Características de la propiedad:
43 m² totales, incluyendo 4 m² de terraza.
2 dormitorios.
1 baño.
Estacionamiento N° 1505B (piso 1)
Cocina tradicional a gas.
Agua caliente por caldera (incluida en los gastos comunes).
Conexión para lavadora.
Orientación poniente, con agradable luz natural durante la tarde.
Edificio construido en 2006.
Gastos comunes aproximados: $90.000 (incluyen uso de caldera).

Áreas comunes del edificio:
Piscina.
Gimnasio.
Sala de eventos.
2 quinchos en la azotea.
Pérgola y áreas de descanso.
Juegos infantiles.
Lavandería.
Estacionamientos para bicicletas.
Estacionamientos de visitas.

Ubicación privilegiada: A pocos minutos de las estaciones de Metro Departamental y Ciudad del Niño, con excelente acceso por Gran Avenida y Avenida Departamental. En el sector encontrarás colegios, supermercados, centros médicos, comercio, servicios y todo lo necesario para una vida cómoda y práctica.

¡No dejes pasar esta oportunidad! Contáctanos para agendar una visita y conocer este excelente departamento.",SIN_DATO,1,2026-07-26,14,2026-07-13
pi,4170360436,https://portalinmobiliario.com/MLC-4170360436-dpto-3d-2b-est-y-bod-6067m2-nororiente-a-pedro-alarcon-_JM,venta,departamento,san-miguel,El Llano,"MA - A. Pedro Alarcón 875 Depto 3D 2BEst Y Bod 60/67m2 Piso 8 NorOriente, El Llano, San Miguel",Dpto 3d 2b Est Y Bod 60/67m2 Nororiente A. Pedro Alarcón,3350.0,UF,136830046,3350.0,60,67,3,2,1,1,9,2017,105000,-33.4866886,-70.6458646,"Corredora Marcela Alvarez, Celular +569 5681 1669.-
Propiedades Yapur Vende hermoso y amplio departamento ubicado en calle Alcalde Pedro Alarcón 875, San Miguel. Características:
- Edificio Legado, año 2017
- En piso 5 de 15 con vista Nororiente
- 60/67m2
- 3 dormitorios con clósets, principal en suite, todos vista Oriente
- 2 baños completos con vanitorio de mármol y tina
- Amplio living comedor con salida a terraza
- Cocina americana con cubierta de granito, cocina a gas de 4 platos, horno empotrado y campana
- Mesón de granito con muebles y espacio para sillas
- Logia independiente
- Terraza de 7m2 con vista Norte
- Ventanas de termopanel
- Incluye amplio estacionamiento y bodega de buen tamaño juntos
- Sólo 8 deptos por piso
- Gasto común fijo de $105.000.-
- Agua caliente por calefón
- Entre metros El Llano y San Miguel, frente a Jumbo, a 1 cuadra de Hospital Barros Luco
Edificio con CCTV y acceso con tarjeta, piscina con grandes áreas verdes, 4 quinchos, gimnasio, salón gourmet, juegos al aire libre para niños, sala de juegos y estacionamientos de visitas.

Lo esperamos para coordinar su visita.

Contacto: Marcela Alvarez
Celular/WhatsApp: +569 5781 1669.-",SIN_DATO,1,2026-07-26,17,2026-07-10
pi,1931501613,https://portalinmobiliario.com/MLC-1931501613-departamento-primera-transversal-id-107863-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"Primera Transversal, Ciudad Del Niño, San Miguel",Departamento Primera Transversal Id: 107863,2300.0,UF,93943017,2300.0,48,52,2,2,0,1,14,2012,65000,-33.508008,-70.6591306,"[VEN] ID HOUM: 107863

En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros:
  • Te ayudamos a conseguir financiamiento a través de una asesoría personalizada
  • Mediación y seguimiento de todo el proceso
  • Comisión del 2% + IVA
¡Solo te preocupas de las firmas

Departamento en venta, ubicado en la comuna de San Miguel, con una superficie construida de 48.00 m² y superficie total de 52.00 m². 

Sus principales características son:

  • 2 dormitorios
  • 2 baños
  • Admite mascotas
  • Cocina amoblada
  • Piso 10
  • Año de construcción: 2012
  • Conexión a lavadora
  • Bodega
      
Además, el inmueble cuenta con las siguientes amenidades:

  • Salón de eventos
  • Ascensor
  • Zona de juegos
  • Gimnasio
  • Lavandería

Si compras con nosotros, te brindamos asesoría personalizada durante todo el proceso.
Más que una corredora, somos Houm.
*Aplican T&C",SIN_DATO,1,2026-07-26,90,2026-04-28
pi,1849113839,https://portalinmobiliario.com/MLC-1849113839-venta-depto-3dormi-1bano-estacionamiento-bodega-san-miguel-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"Santa Rosa Con Departamental, Ciudad Del Niño, San Miguel",Venta Depto 3dormi 1baño Estacionamiento Bodega San Miguel,2300.0,UF,93943017,2300.0,48,51,3,1,1,1,8,2018,70000,-33.5104251,-70.6381117,"Oportunidad en San Miguel – Departamento 3D + 1B con Estacionamiento y Bodega

Ubicado en calle Santa Rosa, comuna de San Miguel, a solo 1 cuadra de la futura estación de Metro Línea 9.

Un entorno residencial con excelente conectividad y plusvalía asegurada.

Características del Departamento:

Superficie: 51 m² útiles + terraza

3 dormitorios con orientación poniente, luminosos. 

1 baño con conexión para lavadora

Living–comedor con salida a terraza

Cocina integrada que optimiza y amplía los espacios

Ventanas termopanel PVC

Piso de cerámica en áreas comunes y alfombra en dormitorios

Calefont instalado

En el edificio podemos encontrar:

Piscina

Quinchos

Sala de eventos y sala de juegos

jardín

Bicicletero

Lavandería

Estacionamientos de visitas (32)",SIN_DATO,1,2026-07-26,150,2026-02-27
pi,4176376370,https://portalinmobiliario.com/MLC-4176376370-depto-en-san-miguel-2d2bestacionamientobod-_JM,venta,departamento,san-miguel,Lo Vial,"Av. Salesianos 1350, San Miguel, Lo Vial, San Miguel",Depto. En San Miguel 2d/2b/estacionamiento/bod.,2990.0,UF,122125922,2990.0,54,56,2,2,1,1,12,2014,90000,-33.4913509,-70.6576783,"Departamento en venta en una buena zona de la ciudad, buena conexión hacia autopistas y avenidas y buena locomoción

CARACTERÍSTICAS DEL DEPARTAMENTO
- 2 Dormitorios, el principal en suite y walking closet 
- Segundo Baño completo
- Living y comedor amplio con salida a la terraza, buena ventilación y mucha luminosidad
- Cocina independiente bien equipada 
- Conexión a lavadora
- Amplia terraza
- Estacionamiento
- Bodega
- Piso 8
- Orientación Poniente
- Año 2014
- Gastos comunes $90.000 aprox.
- 56 m² totales 54 m² útiles

CARACTERÍSTICAS DEL CONDOMINIO
Cuenta con cómodos y agradables espacios comunes para su disfrute
- Conserjería 24/7.
- Sala multiuso
- Quincho
- Piscina
- Gimnasio
- Estacionamiento de visitas

CARACTERÍSTICAS DE LA ZONA
Buena conectividad
Buena locomoción
Cerca del Metro San Miguel
Cercano al Hospital Barros Luco
Cercano a Farmacias, Estación de Servicio, Supermercados, Restaurantes y todo tipo de comercios para una vida cómoda y tranquila

Con nosotros tendrás la asesoría personalizada que necesitas durante todo el proceso de compra! 
Tomar en cuenta Pago por corretaje

170189",SIN_DATO,1,2026-07-26,38,2026-06-19
pi,1958737245,https://portalinmobiliario.com/MLC-1958737245-se-vende-hermoso-departamento-3d-2b-est-bodsan-miguel-_JM,venta,departamento,san-miguel,Lo Vial,"DEPARTAMENTAL, Lo Vial, San Miguel",Se Vende Hermoso Departamento 3/d 2/b Est. Bod.san Miguel,4750.0,UF,194012752,4750.0,85,85,3,2,1,1,11,2015,125000,-33.4997447,-70.6528146,"Se vende bonito departamento con buena ubicación en comuna de San Miguel a dos  cuadra de Avenida Departamemtal cercano a colegios , farmacias ,supermercados, locomoción colectiva a 5 minutos caminando de estación lo vial y estación departamental metro línea 2 , fácil acceso 
Departamento de 85 mt2 año 2015
que se distribuye de la sgte. manera , ubicado en septimo piso:
Living/comedor con salida a terraza cerrada
Cocina amoblada y equipada 
Logia con conexión a lavadora y secadora 
Dormitorio en suite con closet 
baño completo con ventana de ventilación 
2 dormitorios con closet 
Baño completo 
Piso flotante 
Piso alfombra en  dormitorios
Estacionamiento 
Bodega 
Gasto comunes $120.000
Orientación nor/oriente 
Consejería 24/7
Solo 10 departamentos por piso 
4 ascensores 
Salón de evento 
Sala de cine 
Gimnasio 
Lavandería 

 Reales interesados comunicarse a fono whatsapp 9 74430071",SIN_DATO,1,2026-07-26,60,2026-05-28
pi,3733856626,https://portalinmobiliario.com/MLC-3733856626-excelente-oportunidad-venta-departamento-45-m2-_JM,venta,departamento,san-miguel,El Llano,"Alcalde Pedro Alarcon Con Actor Baguena, El Llano, San Miguel",Excelente Oportunidad - Venta Departamento 45 M2,3200.0,UF,130703328,3200.0,45,45,2,2,1,1,8,2018,150000,-33.4874083,-70.6438668,"Se vende departamento en la comuna de San Miguel, específicamente en la intersección de Alcalde Pedro Alarcón con Actor Baguena. Esta propiedad cuenta con 2 dormitorios, 2 baños y una superficie total de 45 m2 construidos y útiles. Además, destaca por su orientación Sur-Oriente, lo que le brinda una excelente iluminación natural durante gran parte del día.

El departamento dispone de calefacción por Caldera/Central, ideal para mantener un ambiente cálido y acogedor en los meses de invierno. Su distribución interna permite optimizar cada metro cuadrado, brindando comodidad y funcionalidad en cada espacio.

No pierdas la oportunidad de adquirir esta propiedad por UF 2990 y disfrutar de todas las comodidades que ofrece. Contáctanos para más información o agendar una visita.",SIN_DATO,1,2026-07-26,120,2026-03-29
pi,4155630690,https://portalinmobiliario.com/MLC-4155630690-comodo-y-funcional-amplia-terraza-vista-despejada-metro-_JM,venta,departamento,san-miguel,El Llano,"PLAZA EL LLANO, El Llano, San Miguel","Cómodo Y Funcional, Amplia Terraza Vista Despejada, Metro",2990.0,UF,122125922,2990.0,28,34,1,1,1,1,20,2006,100000,-33.4815669,-70.6515277,"¡Atención inversionistas y jóvenes profesionales! Este acogedor departamento en venta por UF 2.990, ubicado en PLAZA EL LLANO, comuna de San Miguel, es ideal para quienes buscan su primer hogar o una excelente oportunidad de inversión.

Con 1 dormitorio alfombrado, 1 baño de gran tamaño con tina, este departamento de 34 m2 útiles destaca por su luminosidad y orientación Poniente, que permite disfrutar de hermosas puestas de sol. Cuenta con una terraza de aprox. 7 m2 amplísima ´""vista espectacular garantizada"" a la plaza El Llano y Estadio del mismo nombre, dormitorio y living tienen salida a la terraza, además cuenta con cierre de hanga-roa.
Es una buena alternativa para inversionistas ya que se encuentra a una cuadra del metro El Llano, Hospital Dr. Exequiel Gonzáles Cortés, Faculta de Medicina Universidad de Chile Campus Sur y todos los servicios que son necesarios para funcionar.

Edificio cuenta con:
piscina
quincho
gimnasio
áreas verdes
lavandería
conserjería 24/7

Incluye estacionamiento en subterráneo y bodega


No pierdas la oportunidad de adquirir este encantador departamento en una ubicación estratégica, cerca de comercios, restaurantes y con excelente conectividad. ¡Contáctame para más información y agenda tu visita!",SIN_DATO,1,2026-07-26,20,2026-07-07
pi,4188274302,https://portalinmobiliario.com/MLC-4188274302-al-lado-de-la-estacion-del-metro-lo-vial-_JM,venta,departamento,san-miguel,Lo Vial,"Gran Avenida, 4500 - 4800, Lo Vial, San Miguel",Al Lado De La Estación Del Metro Lo Vial,3390.0,UF,138463838,3390.0,83,87,4,3,0,0,31,1995,SIN_DATO,-33.4969422,-70.6532377,"En la Av. Gran Avenida
En la estación del Metro  Lo Vial.
NO tiene Estacionamiento
Oportunidad, departamento en excelente condiciones.
Cercano de centros y áreas comerciales, supermercados, bancos, colegios, farmacias y hospitales
Cámaras de seguridad en todos los ambientes del condominio, amplio hall de entrada y estacionamientos de visitas, conserjería y vigilancia las 24 horas del día.
Áreas verdes, piscinas,  quincho salón de reuniones equipado y amoblados.
-      Construido año 1.995
-      12 Pisos totales del Edificio
-	87 m2 totales
-	Orientacion Nor-Oriente
-	4 dormitorios ( 1 de servicio) o bodega
-      Dormitorio Principal en suite  y excelente vista 
-      Persianas de Persialum, en los dormitorios
-      3 Baños completos
-	Living comedor
-	Terraza Amplia de piso Cerámica
-	Cocina Separada, piso de cerámica, amplia para compartir.
-	Logia con piso de cerámica
-	Piso flotante en el resto del departamento 
-     Agua caliente por calefon a gas
No tiene estacionamiento

El edificio cuenta con:
-	Piscina
-      Quinchos
-	Bicicleteros
-       Estacionamientos de visitas
-	Conserjería 24/7, cámaras de seguridad
-       Salas de eventos
-	Áreas verdes
Gastos comunes  $ 130.000 aprox.
Contribuciones $128.000 Trimestral

¡No te  pierdas la oportunidad de vivir en este maravilloso lugar!
¡Contáctanos hoy mismo para obtener más información y programar una visita!
                                             **RE/MAX**
Tu asesor y agente inmobiliario de confianza.
TU HOGAR , ES NUESTRO COMPROMISO",SIN_DATO,1,2026-07-26,12,2026-07-15
pi,4170362128,https://portalinmobiliario.com/MLC-4170362128-su-primer-hogar-juntos-dpto-2d1beb-_JM,venta,departamento,san-miguel,Lo Vial,"Salesianos, 1200 - 1500, Lo Vial, San Miguel",Su Primer Hogar Juntos!. Dpto 2d/1b/e/b,97000000.0,CLP,97000000.0,2374.84,40,42,2,1,1,1,11,2015,65000,-33.4911238,-70.6580346,"¡Este es su momento! Si están buscando el lugar donde comienza su vida juntos, llegaron al aviso correcto. Departamento con terraza privada, dos dormitorios, estacionamiento y bodega, todo lo que necesitan para construir su primer hogar de verdad.
La distribución de 40 m2 está pensada para aprovechar cada espacio al máximo. El living acogedor recibe bien, la cocina viene amoblada y lista para cocinar desde el primer día y el pasillo distribuye todo con lógica, sin espacios perdidos ni rincones que no sirvan.
El dormitorio principal es amplio y tiene su propio walk in closet, espacio real para organizar su ropa y sus cosas con comodidad. El segundo dormitorio es completamente versátil: home office para quien trabaja remoto, pieza de visitas cuando llega la familia, o ese cuarto extra que hoy no creen necesitar pero que van a terminar valorando mucho.
La terraza es ese rincón al aire libre que lo cambia todo. El café de la mañana, la copa de la noche, o simplemente un momento de pausa en medio de la semana. El baño cuenta con conexión para lavadora, porque la comodidad real está en los detalles que no se ven en las fotos pero se sienten cada día.
Para cerrar con todo: estacionamiento y bodega privada incluidos. Porque cuando armas tu hogar desde cero, el orden y el espacio para guardar también importan.
Importante, solo interesados reales: Se requiere crédito hipotecario aprobado o en proceso de aprobación. Se puede complementar con renta. Si necesitan ayuda para gestionar su crédito hipotecario, los acompañamos durante todo el proceso. También se aceptan pagos al contado.",SIN_DATO,1,2026-07-26,17,2026-07-10
pi,4009566846,https://portalinmobiliario.com/MLC-4009566846-lindo-y-espacioso-departamento-2d-2b-1e-y-bd-san-miguel-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"Vargas Buston 760, San Miguel, Ciudad Del Niño, San Miguel","Lindo Y Espacioso Departamento 2d, 2b, 1e Y Bd. San Miguel",3490.0,UF,142548317,3490.0,57,61,2,2,1,1,7,2019,SIN_DATO,-33.5094226,-70.6476735,"Oportunidad! Departamento ubicado en la comuna de San Miguel, cercano a la estación de metro Ciudad del Niño, en un sector residencial con proximidad a colegios y una amplia oferta de comercios. El edificio tiene solo 7 años de antigüedad y ofrece conserjería con accesos controlados las 24 horas.

La propiedad cuenta con un amplio living comedor, cocina independiente equipada con logia y una terraza extendida desde el living hasta el dormitorio principal, que proporciona mayor luminosidad. Dispone de dos dormitorios, siendo el principal en suite y con walk-in closet, además de dos baños completos. Todo el sistema es full electric, existe la opción de incluir muebles, además cuenta con un estacionamiento y bodega.

Entre las áreas comunes se encuentran piscina, gimnasio, salón de eventos, sala de reuniones, juegos para niños y áreas verdes. El departamento incluye un estacionamiento y una bodega. El edificio admite mascotas.",SIN_DATO,1,2026-07-26,270,2025-10-30
pi,3940390004,https://portalinmobiliario.com/MLC-3940390004-departamento-rivas-id-125519-_JM,venta,departamento,san-miguel,El Llano,"Rivas, El Llano, San Miguel",Departamento Rivas Id: 125519,2860.0,UF,116816099,2860.0,50,50,2,1,1,1,7,2019,115000,-33.4788841,-70.6474697,"[VEN] ID HOUM: 125519

En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros:
    • Te ayudamos a conseguir financiamiento a través de una asesoría personalizada
    • Mediación y seguimiento de todo el proceso
    • Comisión del 2% + IVA
¡Solo te preocupas de las firmas

Departamento en venta, ubicado en la comuna de San Miguel, con una superficie construida de 50.00 m² y superficie total de 50.00 m². 

Sus principales características son:

    • 2 dormitorios
    • 1 baño
    • No Admite mascotas
    • 1 estacionamiento
    • Piso 6
    • Año de construcción: 2018
    • Conexión a lavadora
    • Bodega
            
Además, el inmueble cuenta con las siguientes amenidades:

    • Salón de eventos
    • Ascensor
    • Zona de juegos
    • Gimnasio
    • Lavandería

Si compras con nosotros, te brindamos asesoría personalizada durante todo el proceso.
Más que una corredora, somos Houm.
*Aplican T&C",SIN_DATO,1,2026-07-26,60,2026-05-28
pi,3893361796,https://portalinmobiliario.com/MLC-3893361796-ciudad-del-nino-oportunidad-de-inversion-como-nuevo-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"Varas Mena 981, Ciudad Del Niño, San Miguel",Ciudad Del Niño - Oportunidad De Inversion - Como Nuevo,2460.0,UF,100478183,2460.0,35,35,1,1,0,0,7,2019,80000,-33.5092036,-70.6537743,"Este departamento Departamento de 1 dormitorio y 1 baño, ubicado en piso 16 . es una excelente oportunidad para ti si eres un inversionista,
Está a pasos del metro ciudad del niño L2. 7 Minutos caminando.

Cuenta con 35 m2 totales y balcón de 3 m2, con buena luz natural y vista despejada.
Terraza con vista completamente despejada hacia la cordillera. 
Es completamente electrico, el agua caliente es por caldera. 
Dormitorio en suite, amplio. 
Edificio del año: 2019
cuenta con diversos espacios comunes, quincho, piscina, salon gurmet, gym.

Si eres inversionista, esta propiedad es ideal para ti: Está en excelente estado, bajo mantenimiento y alta demanda de arriendo en el sector.
Gastos comunes aprox.: $80.000 CLP. 

- KP487387 - KPT072708 -",SIN_DATO,1,2026-07-26,150,2026-02-27
pi,3973039394,https://portalinmobiliario.com/MLC-3973039394-departamento-en-primer-piso-octava-avenida-san--_JM,venta,departamento,san-miguel,San Miguel,"San Miguel, Ciudad Del Niño","Departamento En Primer Piso/. Octava Avenida, San ...",2690.0,UF,109872485,2690.0,51,55,2,1,0,0,8,2018,SIN_DATO,-33.5101722,-70.6629299,"Código: GL26039

Luminoso departamento en primer piso ubicado en Octava Avenida. Con excelente conectividad y fácil acceso. Disfruta la comodidad de vivir cerca de comercio, servicios y áreas verdes. Cercano a metro ciudad del Niño.

Orientación: Nororiente.
Superficie total: 56m2 
Año de construcción: 2018.
2 dormitorios, ambos equipados con closets.
1 baño equipado con accesorios, tinaja.
Terraza.
Linving comedor muy iluminado.
Cocina independiente, equipado con encimera 4 platos, campana y horno eléctrica.
Logia con conexión a lavadora, calefont.

GC: 

Condominio cuenta con conserjería, Piscina, quincho, jardín y áreas verdes, estacionamiento de visitas.",SIN_DATO,1,2026-07-26,60,2026-05-28
pi,3914604280,https://portalinmobiliario.com/MLC-3914604280-depto-2-dorm-a-pasos-metro-departamental-_JM,venta,departamento,san-miguel,Lo Vial,"Pirámide 1000, San Miguel, Región Metropolitana De Santiago 8900000, Chile, Lo Vial, San Miguel",Depto 2 Dorm/ A Pasos Metro Departamental,3690.0,UF,150717275,3690.0,63,65,2,2,1,1,8,2018,180000,-33.501498,-70.65142,"Este lindo, comodo y muy bien mantenido departamento de 2 dormitorios, principal en suite, cocina cerrada con logia, hall de acceso y living-comedor de buen tamaño, ambos baños con tina. Este departamento está a dos cuadras de metro Departamental, a pasos de comercio, colegios, gran conectividad y tranquilidad al mismo tiempo. Ven a disfrutar de su vista despejada a la cordillera.

 XPROP - P20267319WYY",SIN_DATO,1,2026-07-26,60,2026-05-28
pi,3876738630,https://portalinmobiliario.com/MLC-3876738630-departamento-en-venta-en-san-miguel-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"Gran Avenida CASI NUEVO - Cuarta Avenida, Ciudad Del Niño, San Miguel",Departamento En Venta En San Miguel,3190.0,UF,130294880,3190.0,45,50,2,1,1,1,4,2022,80000,-33.5075649,-70.6562526,"PROCASA CASI NUEVO -PISCINA- TERMOPANEL- QUINCHO   Departamento en San Miguel  Compradores !!!!  GRAN OPORTUNIDAD PARA INVERSIÓN !!! Este departamento se puede Novar el CREDITO HIPOTECARIO al 4,43%   El edificio cuenta con: Hall de Acceso, Conserjería, Sala Multiuso, Gimnasio, 3 ascensores, Quinchos panorámicos, Piscina, Áreas Verdes y Estacionamientos de Visita  Características del Departamento:  Estar-comedor, cocina tipo americana Dormitorio principal en Suite(con closet) segundo dormitorio (para cama de 1 1/2 plaza, mas velador o escritorio) con closet Ventanas de termopanel Malla de seguridad en balcón  Estacionamiento y bodega Procasa: 63395 Código interno Procasa: 66397",SIN_DATO,1,2026-07-26,90,2026-04-28
pi,4000542960,https://portalinmobiliario.com/MLC-4000542960-depto-en-venta-de-1-dormitorio-y-1-bano-en-san-miguel-_JM,venta,departamento,san-miguel,Lo Vial,"Entre Gran Avenida Y Comandante Whiteside, Lo Vial, San Miguel",Depto En Venta De 1 Dormitorio Y 1 Baño En San Miguel,1850.0,UF,75562862,1850.0,29,29,1,1,0,0,8,2018,50000,-33.4986048,-70.6552318,"¡Se vende departamento en San Miguel! 
A pasos del Metro Lo Vial y de Gran Avenida, se encuentra este acogedor y moderno departamento de 1 dormitorio y 1 baño. Una excelente alternativa para quienes buscan comodidad, conectividad y una vida práctica en un sector consolidado.

El departamento ofrece un dormitorio de buen tamaño, un baño moderno donde se encuentra instalada la lavadora, y una cocina funcional. Además, cuenta con un balcón con orientación sur, ideal para disfrutar de un espacio tranquilo y luminoso.

El edificio dispone de áreas comunes pensadas para tu bienestar: una piscina muy agradable, gimnasio, lavandería, quincho, sala multiuso, juegos infantiles y conserjería 24/7 con recepción. Todo rodeado de espacios amplios y un patio perfecto para relajarse.

La ubicación es privilegiada, con locomoción inmediata, comercios, servicios y todo lo que necesitas para vivir con total comodidad.

Sin pago de contribuciones
Agenda tu visita y descubre tu próximo hogar en San Miguel.",SIN_DATO,1,2026-07-26,60,2026-05-28
pi,1932608019,https://portalinmobiliario.com/MLC-1932608019-en-venta-3d-2b-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"LO OVALLE 1177, Ciudad Del Niño, San Miguel",En Venta 3d 2b,2500.0,UF,102111975,2500.0,53,54,3,2,0,0,14,2012,55000,-33.5139214,-70.6597163,"Superficie: 53 m2 útiles | 54 m2 totales
Dormitorios: 3
Baños: 2
Orientación: Norte
Año de construcción: 2012
Gastos comunes: $55.000 aprox.
Estacionamiento: No
Bodega: No
Características del departamento:
-Espacios bien distribuidos, ideal para familias o compartir
-Living-comedor con excelente luz natural
-Cocina independiente equipada
-Dormitorio principal en suite
-Cercano a Metro Lo Ovalle, locomoción y comercios 

- KP431991 - KPT072623 -",SIN_DATO,1,2026-07-26,270,2025-10-30
pi,3859250560,https://portalinmobiliario.com/MLC-3859250560-departamento-en-venta-en-san-miguel-_JM,venta,departamento,san-miguel,Lo Vial,"Ventura Blanco Viel - Monja Alférez - San Ignacio, Lo Vial, San Miguel",Departamento En Venta En San Miguel,3300.0,UF,134787807,3300.0,47,50,2,2,1,1,4,2022,115000,-33.4954722,-70.6615821,SIN_DATO,SIN_DATO,1,2026-07-26,90,2026-04-28
pi,3620257480,https://portalinmobiliario.com/MLC-3620257480-departamento-en-venta-en-san-miguel-_JM,venta,departamento,san-miguel,El Llano,"VENTA DEPTO 2D/2B/1E/1B  METRO SAN MIGUEL, El Llano, San Miguel",Departamento En Venta En San Miguel,3700.0,UF,151125723,3700.0,56,60,2,2,1,1,5,2021,75000,-33.4875457,-70.6442464,"Mablán propiedades Vende! Estupendo departamento ubicado en una de las calles más hermosas de san miguel, en calle alcalde Pedro alarcon 818, a pasos de la estación de metro san Miguel, con todo tipo de comercio cerca, supermercado Jumbo, easy, locomoción, colegios, etc.
Su valor es de 3700 uf
2 dormitorios amplios ( principal en suite con walking closet y balcón)
2 baños
Espacio para home-office
Cocina independiente y equipada con horno, campana y encimera.
Logia con conexión a lavadora.
Living-comedor juntos con salida a terraza y vista oriente despejada.
Cuenta además con estacionamiento propio y bodega.
No dejes de visitar.",SIN_DATO,1,2026-07-26,150,2026-02-27
pi,2079665025,https://portalinmobiliario.com/MLC-2079665025-departamento-en-venta-en-el-llano-san-miguel-_JM,venta,departamento,san-miguel,El Llano,"Alcalde Pedro Alarcón 921, San Miguel, El Llano, San Miguel","Departamento En Venta En El Llano, San Miguel",2100.0,UF,85774059,2100.0,32,36,1,1,0,0,7,2019,61000,-33.4865322,-70.6472732,"Se vende departamento de 1 dormitorio y 1 baño ubicado en San Miguel, a pasos del Llano, comercio, supermercado, metro y locomoción.
La zona principal cuenta con cocina equipada, que incluye encimera eléctrica, horno empotrado, muebles superiores y inferiores en tonos madera, cubierta de granito y conexión para lavadora. 
El departamento ofrece un ambiente integrado de estar y comedor, con salida a terraza mediante ventanales de piso a techo, permitiendo conexión directa entre espacios interiores y exteriores.
El dormitorio cuenta con acceso a la terraza y walking closet. El baño se encuentra en suite, con mueble bajo lavamanos, bañera y espejo mural, junto a revestimientos en tonos neutros.
Ideal para primera vivienda o inversión.
Coordina tu visita.",SIN_DATO,1,2026-07-26,180,2026-01-28
pi,1942669807,https://portalinmobiliario.com/MLC-1942669807-metro-departamental-gran-avenida-1d-1b-1bo-_JM,venta,departamento,san-miguel,Ciudad Del Niño,"Carmen Mena, 900 - 1200, Ciudad Del Niño, San Miguel","Metro Departamental, Gran Avenida, 1d-1b-1bo",2100.0,UF,85774059,2100.0,28,31,1,1,0,1,6,2020,60000,-33.50652,-70.65465,"Este departamento monoambiente en una de las mejores zonas de San Miguel, cerca de estación de metro Ciudad del Niño y Departamental, fácil acceso a avenidas principales, colegios, restaurantes, supermercados y toda la oferta comercial de Gran Avenida.

El departamento tiene 1 habitación separada del living por una puerta de corredera lo que maximiza el espacio del departamento y 1 baño en suite, logia, agua caliente por termo eléctrico, cocina con encimera vitrocerámica, optima cantidad de muebles y closet, tiene terraza con vista despejada al oriente. 

Detalle:
Conexión a lavadora dentro del depto.
Bodega en primer subterraneo

El edificio cuenta con:

sala multiuso, 
Piscina, 
gimnasio, 
lavandería, en el primer piso 
cuatro quinchos full equipados con una maravillosa vista en el piso trece. 
Conserjería 24/7, 
Estacionamientos de visita

*Gastos comunes $60.000 (valor referencial)",SIN_DATO,1,2026-07-26,60,2026-05-28
